file,line_num,gt,pred,accuracy,cer,wer,cer_bin
1_2.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,Я-Й1274567 89,0.5555555555555556,0.6086956521739131,2.0,0.5-1.0
1_2.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ЯБЕГАЕЕХАИЙКАМНОПРЕТ УФУЦЧИЦЬНЬ ЭЮ,0.5373134328358209,0.48484848484848486,1.0,0.3-0.5
1_2.png,12,ЮЯ-0123456789,Я-112$456709,0.72,0.3076923076923077,1.0,0.3-0.5
1_2.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ЯБВГАЕЕХ 2` ИИКАМНОПРСТ УФХУЧУЦЪЬЬ 3,0.5797101449275363,0.48484848484848486,1.6666666666666667,0.3-0.5
1_2.png,14,ЮЯ-0123456789,ЮЯ-#177456789,0.7692307692307693,0.23076923076923078,1.0,0.2-0.3
1_2.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НЕвГДЕЕХЗИЙКАМНОПРСТ УФХЦЧИЩЬЫЬ 98,0.6865671641791045,0.36363636363636365,1.0,0.3-0.5
1_2.png,16,ЮЯ-0123456789,Я-0123456789,0.96,0.07692307692307693,1.0,0-0.1
1_2.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ВБРГ АЕЕУЗИИКАМНОПРСТ УФХУЧИЦЩЬЬЬ 3%,0.5507246376811594,0.5151515151515151,1.3333333333333333,0.5-1.0
1_2.png,18,ЮЯ-0123456789,яЯ-Й 1923456709,0.7142857142857143,0.38461538461538464,2.0,0.3-0.5
1_3.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,НЬБГДЕЕХЗ ИИКЛМНОПРЕТ 4,0.0759493670886076,0.9464285714285714,1.0,0.5-1.0
1_3.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ФХичиЩЬЫЬ 369-@1224567 89,0.08333333333333333,1.0,1.0,>1.0
1_3.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,НЬВГОЕЕХ5 ИЙКАМНОПРСТ Ч,0.08695652173913043,1.0,3.0,>1.0
1_3.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,РХИЧШЩЬЫЬ 3ЮЯ-Й 122455789,0.125,1.0434782608695652,1.0,>1.0
1_3.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,НЫВГОЕЕХА ИИКАМНЕПАГТ +,0.043478260869565216,1.0,3.0,>1.0
1_3.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ХЦ ЬЫВ 2НЯ-Й12#456758,0.13636363636363635,0.9565217391304348,1.0,0.5-1.0
1_3.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,НБВГДЕЕХ= ИИК АМНОПРЕТ в,0.0425531914893617,1.0434782608695652,4.0,>1.0
1_3.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,Фхичащьыь ЭЮЯ-И12746 6788,0.125,1.0434782608695652,1.0,>1.0
1_3.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ЯБЕГДЕЕУ2 ИЙКАМНОРСТ УФХЦЧШЩЗЫЬУЮ,0.32142857142857145,1.434782608695652,3.0,>1.0
1_3.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,Я- 01274567860 П,0.10256410256410256,0.9130434782608695,1.0,0.5-1.0
1_3.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,АБВГДЕЕХЗ ИЙКАМНОПРСТ УФХЦЧИЦЗЫЬЯ,0.25,1.391304347826087,3.0,>1.0
1_3.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,09-1712#456788,0.0,1.0,1.0,>1.0
1_3.png,12,ЮЯ-0123456789,ЯБВТЦЕЕХЗ ИИКАМНОПРЕТ УФУЧчЬЩЬНьЗ,0.043478260869565216,2.5384615384615383,3.0,>1.0
1_3.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,$Я-/ 122452789,0.0425531914893617,0.9696969696969697,1.0,0.5-1.0
1_3.png,14,ЮЯ-0123456789,АБЕГДЕЕХ 2 ИЙКАМНОПРЕТ УФХЦЧЬВЪЫЬ 3,0.08333333333333333,2.6153846153846154,5.0,>1.0
1_3.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,69-012}456789,0.0,1.0,1.0,>1.0
1_3.png,16,ЮЯ-0123456789,АБЕГДЕЁХЯ ИЙКАМНООРСТ УФХуЧЕЩЪЫЬ 3,0.0851063829787234,2.5384615384615383,4.0,>1.0
1_3.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ЮЯ-012$4567608,0.0,1.0,1.0,>1.0
1_4.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_4.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБВГЦПЕЕХА ИИКАМНОПРЕТ ч,0.6382978723404256,0.391304347826087,1.0,0.3-0.5
1_4.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦЧШЦЪЫЬ ЗЮЯ-Й127456789,0.8085106382978723,0.21739130434782608,2.0,0.2-0.3
1_4.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБЕГДЕЕХ5 ИИКАМНОПРСТ Ч,0.6956521739130435,0.30434782608695654,1.0,0.3-0.5
1_4.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦУШИЗЫЬ 30Я-Й12#456788,0.6382978723404256,0.391304347826087,2.0,0.3-0.5
1_4.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБЕГПЕЕХА ИИКЛМНОПРСЕТ Ч,0.6808510638297872,0.34782608695652173,1.0,0.3-0.5
1_4.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦЧШЩЬЫЬ ЭНЯ-И12#456785,0.7659574468085106,0.2608695652173913,2.0,0.2-0.3
1_4.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБВГПЕЕХ2А ИИКАЛАМНОПРЕТ Ч,0.6530612244897959,0.43478260869565216,1.0,0.3-0.5
1_4.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХИЧШИЗЪЫЬ ЗНЯ-И1224567 [8,0.6530612244897959,0.4782608695652174,3.0,0.3-0.5
1_4.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБЕГДЕЕХ2 ИИКАМНОПРСТ УФХЦЧУЩЬНЬ 3,0.5614035087719298,0.782608695652174,1.3333333333333333,0.5-1.0
1_4.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ВЯ-Й1224567 89,0.5405405405405406,0.6086956521739131,2.0,0.5-1.0
1_4.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ЯБВГДЕЕХ А ИИКАМНОПРЕТ УФХЦЧШЦЪЫЬ 3,0.6764705882352942,0.3939393939393939,1.6666666666666667,0.3-0.5
1_4.png,12,ЮЯ-0123456789,ЕЕГДЕЕХЯ ИЯКАИНЕПО-Т УЧЕХЦЧЕНЕНЕ 3,0.1276595744680851,2.4615384615384617,4.0,>1.0
1_4.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,КЯ-# 122466 ГЕЯ,0.08333333333333333,0.9393939393939394,1.0,0.5-1.0
1_4.png,14,ЮЯ-0123456789,АБЕГДЕЁЖ= ИИКЛМНОПРЕТ УФХЦЧШАЗЬЬ 3,0.0425531914893617,2.6153846153846154,4.0,>1.0
1_4.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НЯ-112340 6789,0.0425531914893617,0.9696969696969697,1.0,0.5-1.0
1_5.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_5.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ЯБЕГДЕЕХА ИИКЛМНОПРСТ Ч,0.6956521739130435,0.30434782608695654,1.0,0.3-0.5
1_5.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦЧШЦЪЫЬ 309-й1224567 89,0.7083333333333334,0.34782608695652173,3.0,0.3-0.5
1_5.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЬРГЦЕЕХ а ИИКАМНИПРЕТ ч,0.46808510638297873,0.5652173913043478,1.3333333333333333,0.5-1.0
1_5.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХИЧШЩЪЫЬ ЭЮЯ- 01224567898,0.8571428571428571,0.21739130434782608,3.0,0.2-0.3
1_5.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ЯБЕГДЕЕХ А ИИКАМНОПРЕТ ч,0.5957446808510638,0.43478260869565216,1.3333333333333333,0.3-0.5
1_5.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦЧШЩЪЫЬ 90Я-@12#4567 ВЯ,0.7083333333333334,0.34782608695652173,3.0,0.3-0.5
1_5.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЬБГДЕЕХ> ИИКАМНОПРЕТ Ч,0.6086956521739131,0.43478260869565216,1.0,0.3-0.5
1_5.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,РХИЧШЩЗЫЬ 3ЮЯ-Й12245 6787,0.6666666666666666,0.391304347826087,3.0,0.3-0.5
1_5.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ЯБВГДЕЕХ =ИИКЛИНОПРЕТ УФХЦЧИЦЪЫЬ ЗЮ,0.5517241379310345,0.8695652173913043,1.3333333333333333,0.5-1.0
1_5.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,Я-Й127456789,0.5714285714285714,0.5652173913043478,1.0,0.5-1.0
1_5.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АБЕГДЕЕХЗ ИИКАМНОПРГЕТ УФХЦЧиЩЬЬЬ 3,0.6470588235294118,0.42424242424242425,1.3333333333333333,0.3-0.5
1_5.png,12,ЮЯ-0123456789,НЯ-0425456789,0.7692307692307693,0.23076923076923078,1.0,0.2-0.3
1_5.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АБЕГДЕЕХ2 ИИКАМНОПРЕТ УФХЦИЦЩЬЫЬ 7Ю,0.6176470588235294,0.45454545454545453,1.3333333333333333,0.3-0.5
1_5.png,14,ЮЯ-0123456789,Я-012#4567 89,0.8461538461538461,0.23076923076923078,2.0,0.2-0.3
1_5.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ВБВГДЕЕХ 3 ИИКАМНОПРЕТ УФХЦЧЦЩЬЫЬ 3,0.6470588235294118,0.42424242424242425,1.6666666666666667,0.3-0.5
1_5.png,16,ЮЯ-0123456789,ЮЯ-Й 122456789,0.8148148148148148,0.23076923076923078,2.0,0.2-0.3
1_5.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ЯБВГДЕЕХ 2 ИЙКЛМНОПРЕТ УФХИЧЬЮЩЬЫЬ 3,0.6666666666666666,0.42424242424242425,1.6666666666666667,0.3-0.5
1_5.png,18,ЮЯ-0123456789,НЯ-И12 745 (РЯ?,0.42857142857142855,0.6923076923076923,3.0,0.5-1.0
1_6.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_6.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЯБЕГДЕЕХ 2 ИЙКЛИНОПРСТ Ч,0.6666666666666666,0.391304347826087,1.3333333333333333,0.3-0.5
1_6.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ТХЦУШЩЪЫ ЬЗЮЯ- 0127456789,0.7916666666666666,0.2608695652173913,3.0,0.2-0.3
1_6.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕЕГДЕЕХА ИЙКАМНОПРСТ 9,0.6521739130434783,0.34782608695652173,1.0,0.3-0.5
1_6.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,РХУНИЩЬЫЬЗЮЯ- -й122АВЬГВЫ,0.375,0.6956521739130435,2.0,0.5-1.0
1_6.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ПЬАГДЕЕХ а ИИКАМНОПРГТ Ч,0.5957446808510638,0.4782608695652174,1.3333333333333333,0.3-0.5
1_6.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ХЦЧШЩЬЫЬ9ЮЯ-И 12748 6?В9,0.6382978723404256,0.43478260869565216,3.0,0.3-0.5
1_6.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЬВГЦЕЕЖЯ ИИКАМНОПЕГТ Ч,0.5652173913043478,0.43478260869565216,1.0,0.3-0.5
1_6.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,РХЦЧИЩЬыЬЗЮЯ- 1127456759,0.6382978723404256,0.391304347826087,2.0,0.3-0.5
1_6.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ИБЕГЦЕЕХ 3} ИИКЛИНОПРЕТ ЧФХЦЧИЩЪЫЬЯ,0.4482758620689655,0.9565217391304348,1.3333333333333333,0.5-1.0
1_6.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ия- 12345 67В9НБЕГД,0.42857142857142855,0.8695652173913043,3.0,0.5-1.0
1_6.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АБАГДЕЕЖЗИИ КАИНИИРСТАФХиЧУЩЬЫ 5 ЗЮЯ,0.5507246376811594,0.5454545454545454,1.3333333333333333,0.5-1.0
1_6.png,12,ЮЯ-0123456789,-012241 4789,0.64,0.46153846153846156,2.0,0.3-0.5
1_6.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НБАГДЕЕХЗ ИИКЛМНОПРЕТ УФХАЧИЩЬЬЬЗ,0.6363636363636364,0.3939393939393939,1.0,0.3-0.5
1_6.png,14,ЮЯ-0123456789,0Я- 7123446789,0.7407407407407407,0.3076923076923077,2.0,0.3-0.5
1_6.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,АБВГДЕЕХЯ ИЙКАМКОПОст УФХ ЦЧиЩЪыьЗ,0.5970149253731343,0.45454545454545453,1.3333333333333333,0.3-0.5
1_6.png,16,ЮЯ-0123456789,юя-11274467В8,0.5384615384615384,0.5384615384615384,1.0,0.5-1.0
1_6.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,БЕГ ДЕЕХЗИЙКАМНОПЕСТ УФХ ину иЪыь 38,0.5507246376811594,0.5757575757575758,2.0,0.5-1.0
1_6.png,18,ЮЯ-0123456789,Я7123446 789,0.72,0.38461538461538464,2.0,0.3-0.5
1_7.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_7.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЬБГДЕЕХ = ИИКЛАМНОПРЕТ Ч,0.625,0.4782608695652174,1.3333333333333333,0.3-0.5
1_7.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦНШУЩЬЫЬ 3ЮЯ-И127456787,0.7083333333333334,0.34782608695652173,2.0,0.3-0.5
1_7.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ЯБЕГДЕЕХ5 ИИКЛАМНОПРЕТ Ч,0.6382978723404256,0.391304347826087,1.0,0.3-0.5
1_7.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,УХЦЧИЦЪЫЬ 3НЯ-171274567 67,0.5714285714285714,0.5217391304347826,3.0,0.5-1.0
1_7.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АЯББГПЕЕХА ИИКАМНОПРЕТ Ч,0.5957446808510638,0.43478260869565216,1.0,0.3-0.5
1_7.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦУИЦЪЫЬ ЗЮЯ-Й 122456789,0.7083333333333334,0.34782608695652173,3.0,0.3-0.5
1_7.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ЯБЕГЦЕЕХ 2 ИИКАМНОПЯСТ ч,0.5531914893617021,0.4782608695652174,1.3333333333333333,0.3-0.5
1_7.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФхЦЧШИТЪЫЬ 30Я-14274567Г 88,0.64,0.5217391304347826,3.0,0.5-1.0
1_7.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АЯБЕГДЕЕХ2 ИИКАМНОПРЕТ УФУЦУУЬМЬ 3,0.5614035087719298,0.782608695652174,1.3333333333333333,0.5-1.0
1_7.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,КЯ-(127454788,0.4444444444444444,0.6521739130434783,1.0,0.5-1.0
1_7.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ЯБЕГДЕЕХ2 ИЙКАМНОПРСТ УФХиЧУЩЪМЬ 3,0.6567164179104478,0.3939393939393939,1.3333333333333333,0.3-0.5
1_7.png,12,ЮЯ-0123456789,ЮЯ-И127456( 89,0.7407407407407407,0.3076923076923077,2.0,0.3-0.5
1_7.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ПБЕГДЕЕХ2 ИИКЛИНОПРЕТ УФХЦУаа 3,0.53125,0.5151515151515151,1.3333333333333333,0.5-1.0
1_7.png,14,ЮЯ-0123456789,ЮЯ-Й 12745 40 ВЯ,0.4827586206896552,0.6923076923076923,4.0,0.5-1.0
1_7.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НБЕГДЕЕХА ИйкимнопАст УУЦЧУиЫ 3,0.3125,0.7272727272727273,1.3333333333333333,0.5-1.0
1_7.png,16,ЮЯ-0123456789,ЮЯ-11224567 89,0.8148148148148148,0.23076923076923078,2.0,0.2-0.3
1_7.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НЕВГОЕЕ ХА ИЙКЛМНВПРЕТ УФА ачвцЪЬЬ 3,0.4927536231884058,0.6060606060606061,2.0,0.5-1.0
1_7.png,18,ЮЯ-0123456789,09-И 122454789,0.5925925925925926,0.46153846153846156,2.0,0.3-0.5
1_8.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,0-0.1
1_8.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ЯБЕГДЕЕХ 5 ИЙКЛМНОПРСТ Ч,0.723404255319149,0.30434782608695654,1.0,0.3-0.5
1_8.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФУЦЧЬЩУУЬ ЗЮЯ-Й 122456789,0.6666666666666666,0.391304347826087,3.0,0.3-0.5
1_8.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ЯБЕГДЕЁХ2 ИИКЛМНОПРЕТ Ч,0.6956521739130435,0.30434782608695654,1.0,0.3-0.5
1_8.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХУЧШЩЪЫЬ ЭЮЯ-Й127456789,0.851063829787234,0.17391304347826086,2.0,0.1-0.2
1_8.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АЯБЕГДЕЕХ 2 ИИКАМНОПРСТ Ч,0.6666666666666666,0.391304347826087,1.3333333333333333,0.3-0.5
1_8.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦЧИЩУЫЬ ЗЮЯ-(12245478#,0.6808510638297872,0.34782608695652173,2.0,0.3-0.5
1_8.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,АБЕГАЕЕХ2 ИИКАМНОПРСТ Ч,0.6521739130434783,0.34782608695652173,1.0,0.3-0.5
1_8.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФУуцН]иЪыь 30Я-Й4 72454789,0.40816326530612246,0.7391304347826086,3.0,0.5-1.0
1_8.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,ЯБВГАЕЕХ2 ИИКЛМНОПРЕТ УФХиЧЩУМЬ 3,0.5714285714285714,0.7391304347826086,1.3333333333333333,0.5-1.0
1_8.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ЮЯ-14232456789,0.6486486486486487,0.5652173913043478,1.0,0.5-1.0
1_8.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ЯБВГЛЕЕХ 2 КИКАМНОПЕСТ УФУЦЧУЩЗЫЬ 3,0.5882352941176471,0.48484848484848486,1.6666666666666667,0.3-0.5
1_8.png,12,ЮЯ-0123456789,№Я-94 22454799,0.5185185185185185,0.5384615384615384,2.0,0.5-1.0
1_8.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НЕРГДЕЕХЗ ИХКАКНОПРЕТ ЦФХЦНУдУЬ 3,0.48484848484848486,0.5757575757575758,1.3333333333333333,0.5-1.0
1_8.png,14,ЮЯ-0123456789,(Я- 9422456799,0.5925925925925926,0.46153846153846156,2.0,0.3-0.5
1_8.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ЯБИГДЕЕХЗ ИИКАННОПРЕТ НУХиниЩьыьЗ,0.48484848484848486,0.5757575757575758,1.0,0.5-1.0
1_8.png,16,ЮЯ-0123456789,Я- 94224567879,0.6666666666666666,0.46153846153846156,2.0,0.3-0.5
