file,line_num,gt,pred,accuracy,cer,wer,matched,cer_bin
1_2.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ПБ&Г ДЕЕЖЗИЙК /МН.ПРСт 4% ХцъШщЪыЬ 7Ю,0.5428571428571428,0.5757575757575758,2.0,1,0.5-1.0
1_2.png,18,ЮЯ-0123456789,Я-[1274567.9,0.72,0.3076923076923077,1.0,1,0.3-0.5
1_2.png,19,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ПБ&Г ДЕЕЖЗИЙК /МН.ПРСт 4% ХцъШщЪыЬ 7Ю,0.5428571428571428,0.5757575757575758,2.0,1,0.5-1.0
1_2.png,20,ЮЯ-0123456789,Я-[1274567.9,0.72,0.3076923076923077,1.0,1,0.3-0.5
1_3.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске: Подписывать бланк НЕ требуется,0.9821428571428571,0.017857142857142856,0.125,1,0-0.1
1_3.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕКГДЕЁж: ИЙ*ИМНЛПРГТ Ч,0.5652173913043478,0.43478260869565216,1.0,1,0.3-0.5
1_3.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫНЛНЯ-=4274567ЕЯ,0.6086956521739131,0.391304347826087,1.0,1,0.3-0.5
1_3.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕКГДЕЁж: ИЙ*ИМНЛПРГТ Ч,0.5652173913043478,0.43478260869565216,1.0,1,0.3-0.5
1_3.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫНЛНЯ-=4274567ЕЯ,0.6086956521739131,0.391304347826087,1.0,1,0.3-0.5
1_3.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕКГДЕЁж: ИЙ*ИМНЛПРГТ Ч,0.5652173913043478,0.43478260869565216,1.0,1,0.3-0.5
1_3.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫНЛНЯ-=4274567ЕЯ,0.6086956521739131,0.391304347826087,1.0,1,0.3-0.5
1_3.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕКГДЕЁж: ИЙ*ИМНЛПРГТ Ч,0.5652173913043478,0.43478260869565216,1.0,1,0.3-0.5
1_3.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫНЛНЯ-=4274567ЕЯ,0.6086956521739131,0.391304347826087,1.0,1,0.3-0.5
1_3.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕКГДЕЁж: ИЙ*ИМНЛПРГТ Ч,0.5652173913043478,0.43478260869565216,1.0,1,0.3-0.5
1_3.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫНЛНЯ-=4274567ЕЯ,0.6086956521739131,0.391304347826087,1.0,1,0.3-0.5
1_3.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,БЕГДЕЁХ? ИЛК МНЛЯСТ ЧФХЦ ЧШЩЖ4 Э.,0.5757575757575758,0.5151515151515151,2.0,1,0.5-1.0
1_3.png,12,ЮЯ-0123456789,4-Ш12745р7Е!,0.48,0.5384615384615384,1.0,1,0.5-1.0
1_3.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,БЕГДЕЁХ? ИЛК МНЛЯСТ ЧФХЦ ЧШЩЖ4 Э.,0.5757575757575758,0.5151515151515151,2.0,1,0.5-1.0
1_3.png,14,ЮЯ-0123456789,4-Ш12745р7Е!,0.48,0.5384615384615384,1.0,1,0.5-1.0
1_3.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,БЕГДЕЁХ? ИЛК МНЛЯСТ ЧФХЦ ЧШЩЖ4 Э.,0.5757575757575758,0.5151515151515151,2.0,1,0.5-1.0
1_3.png,16,ЮЯ-0123456789,4-Ш12745р7Е!,0.48,0.5384615384615384,1.0,1,0.5-1.0
1_3.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,БЕГДЕЁХ? ИЛК МНЛЯСТ ЧФХЦ ЧШЩЖ4 Э.,0.5757575757575758,0.5151515151515151,2.0,1,0.5-1.0
1_3.png,18,ЮЯ-0123456789,4-Ш12745р7Е!,0.48,0.5384615384615384,1.0,1,0.5-1.0
1_3.png,19,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,БЕГДЕЁХ? ИЛК МНЛЯСТ ЧФХЦ ЧШЩЖ4 Э.,0.5757575757575758,0.5151515151515151,2.0,1,0.5-1.0
1_3.png,20,ЮЯ-0123456789,4-Ш12745р7Е!,0.48,0.5384615384615384,1.0,1,0.5-1.0
1_4.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске: Подписывать бланк НЕ требуется,0.9821428571428571,0.017857142857142856,0.125,1,0-0.1
1_4.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,РБЕГДЕЁХ2 ИЙК ИМНППРЕТ Ц,0.6382978723404256,0.391304347826087,1.3333333333333333,1,0.3-0.5
1_4.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,шХЦЧШЩЪЫ} #.Я-И27456799,0.6521739130434783,0.391304347826087,2.0,1,0.3-0.5
1_4.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,РБЕГДЕЁХ2 ИЙК ИМНППРЕТ Ц,0.6382978723404256,0.391304347826087,1.3333333333333333,1,0.3-0.5
1_4.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,шХЦЧШЩЪЫ} #.Я-И27456799,0.6521739130434783,0.391304347826087,2.0,1,0.3-0.5
1_4.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,РБЕГДЕЁХ2 ИЙК ИМНППРЕТ Ц,0.6382978723404256,0.391304347826087,1.3333333333333333,1,0.3-0.5
1_4.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,шХЦЧШЩЪЫ} #.Я-И27456799,0.6521739130434783,0.391304347826087,2.0,1,0.3-0.5
1_4.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,РБЕГДЕЁХ2 ИЙК ИМНППРЕТ Ц,0.6382978723404256,0.391304347826087,1.3333333333333333,1,0.3-0.5
1_4.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,шХЦЧШЩЪЫ} #.Я-И27456799,0.6521739130434783,0.391304347826087,2.0,1,0.3-0.5
1_4.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,РБЕГДЕЁХ2 ИЙК ИМНППРЕТ Ц,0.6382978723404256,0.391304347826087,1.3333333333333333,1,0.3-0.5
1_4.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,шХЦЧШЩЪЫ} #.Я-И27456799,0.6521739130434783,0.391304347826087,2.0,1,0.3-0.5
1_4.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,"НБЕГДЕЁХ? ИЙК ИМНППР[Т Ч#ХЦЪШЩЪЫ"" ]",0.5882352941176471,0.48484848484848486,1.6666666666666667,1,0.3-0.5
1_4.png,12,ЮЯ-0123456789,ЮЯ-П12745678я,0.7692307692307693,0.23076923076923078,1.0,1,0.2-0.3
1_4.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,"НБЕГДЕЁХ? ИЙК ИМНППР[Т Ч#ХЦЪШЩЪЫ"" ]",0.5882352941176471,0.48484848484848486,1.6666666666666667,1,0.3-0.5
1_4.png,14,ЮЯ-0123456789,ЮЯ-П12745678я,0.7692307692307693,0.23076923076923078,1.0,1,0.2-0.3
1_4.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,"НБЕГДЕЁХ? ИЙК ИМНППР[Т Ч#ХЦЪШЩЪЫ"" ]",0.5882352941176471,0.48484848484848486,1.6666666666666667,1,0.3-0.5
1_4.png,16,ЮЯ-0123456789,ЮЯ-П12745678я,0.7692307692307693,0.23076923076923078,1.0,1,0.2-0.3
1_4.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,"НБЕГДЕЁХ? ИЙК ИМНППР[Т Ч#ХЦЪШЩЪЫ"" ]",0.5882352941176471,0.48484848484848486,1.6666666666666667,1,0.3-0.5
1_4.png,18,ЮЯ-0123456789,ЮЯ-П12745678я,0.7692307692307693,0.23076923076923078,1.0,1,0.2-0.3
1_4.png,19,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,"НБЕГДЕЁХ? ИЙК ИМНППР[Т Ч#ХЦЪШЩЪЫ"" ]",0.5882352941176471,0.48484848484848486,1.6666666666666667,1,0.3-0.5
1_4.png,20,ЮЯ-0123456789,ЮЯ-П12745678я,0.7692307692307693,0.23076923076923078,1.0,1,0.2-0.3
1_5.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,1,0-0.1
1_5.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБВГДЕЕХ? ИИКИМНППРСТ Ч,0.6521739130434783,0.34782608695652173,1.0,1,0.3-0.5
1_5.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦЧЩЩЪЫЬ ЭНЯ-14274567П9,0.7659574468085106,0.30434782608695654,2.0,1,0.3-0.5
1_5.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБВГДЕЕХ? ИИКИМНППРСТ Ч,0.6521739130434783,0.34782608695652173,1.0,1,0.3-0.5
1_5.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦЧЩЩЪЫЬ ЭНЯ-14274567П9,0.7659574468085106,0.30434782608695654,2.0,1,0.3-0.5
1_5.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБВГДЕЕХ? ИИКИМНППРСТ Ч,0.6521739130434783,0.34782608695652173,1.0,1,0.3-0.5
1_5.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦЧЩЩЪЫЬ ЭНЯ-14274567П9,0.7659574468085106,0.30434782608695654,2.0,1,0.3-0.5
1_5.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБВГДЕЕХ? ИИКИМНППРСТ Ч,0.6521739130434783,0.34782608695652173,1.0,1,0.3-0.5
1_5.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦЧЩЩЪЫЬ ЭНЯ-14274567П9,0.7659574468085106,0.30434782608695654,2.0,1,0.3-0.5
1_5.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБВГДЕЕХ? ИИКИМНППРСТ Ч,0.6521739130434783,0.34782608695652173,1.0,1,0.3-0.5
1_5.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,ФХЦЧЩЩЪЫЬ ЭНЯ-14274567П9,0.7659574468085106,0.30434782608695654,2.0,1,0.3-0.5
1_5.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ПБВГ ДЕЁ Ж 3 ИЪЪ ММНДПРЕТ ЧТХЦЧШЩЪЫ; ],0.6197183098591549,0.5151515151515151,2.6666666666666665,1,0.5-1.0
1_5.png,12,ЮЯ-0123456789,Н7-|1234567.7,0.6153846153846154,0.38461538461538464,1.0,1,0.3-0.5
1_5.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ПБВГ ДЕЁ Ж 3 ИЪЪ ММНДПРЕТ ЧТХЦЧШЩЪЫ; ],0.6197183098591549,0.5151515151515151,2.6666666666666665,1,0.5-1.0
1_5.png,14,ЮЯ-0123456789,Н7-|1234567.7,0.6153846153846154,0.38461538461538464,1.0,1,0.3-0.5
1_5.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ПБВГ ДЕЁ Ж 3 ИЪЪ ММНДПРЕТ ЧТХЦЧШЩЪЫ; ],0.6197183098591549,0.5151515151515151,2.6666666666666665,1,0.5-1.0
1_5.png,16,ЮЯ-0123456789,Н7-|1234567.7,0.6153846153846154,0.38461538461538464,1.0,1,0.3-0.5
1_5.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ПБВГ ДЕЁ Ж 3 ИЪЪ ММНДПРЕТ ЧТХЦЧШЩЪЫ; ],0.6197183098591549,0.5151515151515151,2.6666666666666665,1,0.5-1.0
1_5.png,18,ЮЯ-0123456789,Н7-|1234567.7,0.6153846153846154,0.38461538461538464,1.0,1,0.3-0.5
1_5.png,19,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,ПБВГ ДЕЁ Ж 3 ИЪЪ ММНДПРЕТ ЧТХЦЧШЩЪЫ; ],0.6197183098591549,0.5151515151515151,2.6666666666666665,1,0.5-1.0
1_5.png,20,ЮЯ-0123456789,Н7-|1234567.7,0.6153846153846154,0.38461538461538464,1.0,1,0.3-0.5
1_6.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,1,0-0.1
1_6.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕЕГДЕЁХ? ИЙК /МНШПРЕТ Ч,0.5957446808510638,0.43478260869565216,1.3333333333333333,1,0.3-0.5
1_6.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫ ЫЛШЯ-1274567Е4,0.6521739130434783,0.391304347826087,2.0,1,0.3-0.5
1_6.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕЕГДЕЁХ? ИЙК /МНШПРЕТ Ч,0.5957446808510638,0.43478260869565216,1.3333333333333333,1,0.3-0.5
1_6.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫ ЫЛШЯ-1274567Е4,0.6521739130434783,0.391304347826087,2.0,1,0.3-0.5
1_6.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕЕГДЕЁХ? ИЙК /МНШПРЕТ Ч,0.5957446808510638,0.43478260869565216,1.3333333333333333,1,0.3-0.5
1_6.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫ ЫЛШЯ-1274567Е4,0.6521739130434783,0.391304347826087,2.0,1,0.3-0.5
1_6.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕЕГДЕЁХ? ИЙК /МНШПРЕТ Ч,0.5957446808510638,0.43478260869565216,1.3333333333333333,1,0.3-0.5
1_6.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫ ЫЛШЯ-1274567Е4,0.6521739130434783,0.391304347826087,2.0,1,0.3-0.5
1_6.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НЕЕГДЕЁХ? ИЙК /МНШПРЕТ Ч,0.5957446808510638,0.43478260869565216,1.3333333333333333,1,0.3-0.5
1_6.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫ ЫЛШЯ-1274567Е4,0.6521739130434783,0.391304347826087,2.0,1,0.3-0.5
1_6.png,11,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НЕЕГДЕЕЖАИЙ К /ИНЫПЕ[ТЧФХЦЧШЩЪЫ ЫЯНЯ,0.5507246376811594,0.5454545454545454,1.3333333333333333,1,0.5-1.0
1_6.png,12,ЮЯ-0123456789,яш 23456799,0.5833333333333334,0.46153846153846156,2.0,1,0.3-0.5
1_6.png,13,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НЕЕГДЕЕЖАИЙ К /ИНЫПЕ[ТЧФХЦЧШЩЪЫ ЫЯНЯ,0.5507246376811594,0.5454545454545454,1.3333333333333333,1,0.5-1.0
1_6.png,14,ЮЯ-0123456789,яш 23456799,0.5833333333333334,0.46153846153846156,2.0,1,0.3-0.5
1_6.png,15,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НЕЕГДЕЕЖАИЙ К /ИНЫПЕ[ТЧФХЦЧШЩЪЫ ЫЯНЯ,0.5507246376811594,0.5454545454545454,1.3333333333333333,1,0.5-1.0
1_6.png,16,ЮЯ-0123456789,яш 23456799,0.5833333333333334,0.46153846153846156,2.0,1,0.3-0.5
1_6.png,17,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НЕЕГДЕЕЖАИЙ К /ИНЫПЕ[ТЧФХЦЧШЩЪЫ ЫЯНЯ,0.5507246376811594,0.5454545454545454,1.3333333333333333,1,0.5-1.0
1_6.png,18,ЮЯ-0123456789,яш 23456799,0.5833333333333334,0.46153846153846156,2.0,1,0.3-0.5
1_6.png,19,АБВГДЕЁЖЗИЙ КЛМНОПРСТ УФХЦЧШЩЪЫЬЭ,НЕЕГДЕЕЖАИЙ К /ИНЫПЕ[ТЧФХЦЧШЩЪЫ ЫЯНЯ,0.5507246376811594,0.5454545454545454,1.3333333333333333,1,0.5-1.0
1_6.png,20,ЮЯ-0123456789,яш 23456799,0.5833333333333334,0.46153846153846156,2.0,1,0.3-0.5
1_7.png,0,Задание указано на доске. Подписывать бланк НЕ требуется,Задание указано на доске. Подписывать бланк НЕ требуется,1.0,0.0,0.0,1,0-0.1
1_7.png,1,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБЕГДЕЁХЪ ИИК АМНДПРЕТ Ч,0.5957446808510638,0.43478260869565216,1.3333333333333333,1,0.3-0.5
1_7.png,2,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫ ЭНЯ-1274567*5,0.7111111111111111,0.30434782608695654,2.0,1,0.3-0.5
1_7.png,3,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБЕГДЕЁХЪ ИИК АМНДПРЕТ Ч,0.5957446808510638,0.43478260869565216,1.3333333333333333,1,0.3-0.5
1_7.png,4,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫ ЭНЯ-1274567*5,0.7111111111111111,0.30434782608695654,2.0,1,0.3-0.5
1_7.png,5,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБЕГДЕЁХЪ ИИК АМНДПРЕТ Ч,0.5957446808510638,0.43478260869565216,1.3333333333333333,1,0.3-0.5
1_7.png,6,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫ ЭНЯ-1274567*5,0.7111111111111111,0.30434782608695654,2.0,1,0.3-0.5
1_7.png,7,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБЕГДЕЁХЪ ИИК АМНДПРЕТ Ч,0.5957446808510638,0.43478260869565216,1.3333333333333333,1,0.3-0.5
1_7.png,8,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫ ЭНЯ-1274567*5,0.7111111111111111,0.30434782608695654,2.0,1,0.3-0.5
1_7.png,9,АБВГДЕЁЖЗ ИЙКЛМНОПРСТ У,НБЕГДЕЁХЪ ИИК АМНДПРЕТ Ч,0.5957446808510638,0.43478260869565216,1.3333333333333333,1,0.3-0.5
1_7.png,10,ФХЦЧШЩЪЫЬЭЮЯ-0123456789,#ХЦЧШЩЪЫ ЭНЯ-1274567*5,0.7111111111111111,0.30434782608695654,2.0,1,0.3-0.5
